"","YEAR","NREC","NCRN","RECON","X20LP","CRSQ","VRSQ","RE","CE","ACT","X20LP.1"
"1461",1990,7,-99,-0.458,-0.125,-99.999,-99.999,-99.999,-99.999,-0.42,-0.196
"1462",1991,-99,-99,0.171,-0.081,-99.999,-99.999,-99.999,-99.999,0.064,-0.156
"1463",1992,-99,-99,-3.456,-0.003,-99.999,-99.999,-99.999,-99.999,-3.472,-0.084
"1464",1993,-99,-99,2.903,0.097,-99.999,-99.999,-99.999,-99.999,2.727,0.009
"1465",1994,-99,-99,-2.268,0.191,-99.999,-99.999,-99.999,-99.999,-2.313,0.097
"1466",1995,-99,-99,1.025,0.262,-99.999,-99.999,-99.999,-99.999,0.896,0.162
"1467",1996,-99,-99,2.56,0.279,-99.999,-99.999,-99.999,-99.999,2.393,0.176
"1468",1997,-99,-99,2.55,0.218,-99.999,-99.999,-99.999,-99.999,2.384,0.114
"1469",1998,-99,-99,-0.499,0.074,-99.999,-99.999,-99.999,-99.999,-0.589,-0.028
"1470",1999,-99,-99,1.04,-0.139,-99.999,-99.999,-99.999,-99.999,0.911,-0.238
"1471",2000,-99,-99,-0.705,-0.407,-99.999,-99.999,-99.999,-99.999,-0.79,-0.5
"1472",2001,-99,-99,-1.993,-0.707,-99.999,-99.999,-99.999,-99.999,-2.046,-0.794
"1473",2002,-99,-99,-1.542,-1.022,-99.999,-99.999,-99.999,-99.999,-1.606,-1.102
"1474",2003,-99,-99,-1.679,-1.34,-99.999,-99.999,-99.999,-99.999,-1.739,-1.414
